,Unique ID,Date Taken (America/New_York),Time Taken (America/New_York),Time Spent,Q1 - Which Title Best Fits your Current Role?,Q2 - Did you switch careers into Data?,Q3 - Average Salary (in USD),Q4 - What Industry do you work in?,Q5 - Favorite Programming Language,Q6 - How Happy are you in your Current Position with the following? (Salary),Q6 - How Happy are you in your Current Position with the following? (Work/Life Balance),Q6 - How Happy are you in your Current Position with the following? (Coworkers),Q6 - How Happy are you in your Current Position with the following? (Management),Q6 - How Happy are you in your Current Position with the following? (Upward Mobility),Q6 - How Happy are you in your Current Position with the following? (Learning New Things),Q7 - How difficult was it for you to break into Data?,"Q8 - If you were to look for a new job today, what would be the most important thing to you?",Q9 - Male/Female?,Q10 - Current Age,Q11 - Which Country do you live in?,Q12 - Highest Level of Education,Q13 - Ethnicity
580,62aa34e8f3072dd8926c7d56,6/15/2022,15:37,0:01:49,Data Analyst,No,20.0,Others,Python,0.0,7.0,1.0,6.0,0.0,0.0,Easy,Better Salary,Male,27,United States,Bachelors,Black or African American
581,62aa356ff8d5efcc22020832,6/15/2022,15:39,0:01:03,Data Analyst,Yes,75.5,Tech,R,4.0,3.0,6.0,7.0,4.0,7.0,Easy,Better Salary,Male,28,United States,Masters,Black or African American
582,62aa3e6824a26260274264da,6/15/2022,16:17,0:02:13,Data Analyst,Yes,20.0,Others,Python,1.0,9.0,5.0,5.0,1.0,1.0,Difficult,Better Salary,Male,30,Others,Bachelors,Other (Please Specify):Nigeria
583,62aa4790f8d5efcc2202266e,6/15/2022,16:56,0:01:10,Data Analyst,Yes,20.0,Others,Python,0.0,6.0,5.0,5.0,5.0,6.0,Difficult,Remote Work,Male,37,United States,Bachelors,White or Caucasian
584,62aa5761bc6861bf318141fc,6/15/2022,18:04,0:02:35,Others,No,53.0,Tech,JavaScript,7.0,7.0,5.0,5.0,0.0,0.0,Difficult,Good Culture,Male,32,Others,Bachelors,Asian or Asian American
585,62aa5c11f408bae018f7dec0,6/15/2022,18:24,0:02:20,Data Analyst,Yes,53.0,Tech,Python,9.0,7.0,10.0,10.0,5.0,8.0,Neither easy nor difficult,Better Salary,Male,24,Others,Bachelors,Other (Please Specify):Arab
586,62aa956ef8d5efcc22028e3d,6/15/2022,22:29,0:02:50,Data Analyst,Yes,20.0,Tech,Python,6.0,7.0,7.0,7.0,5.0,6.0,Neither easy nor difficult,Better Salary,Male,39,Others,Associates,White or Caucasian
587,62aa95970a77c1a77f709268,6/15/2022,22:29,0:06:15,Data Analyst,Yes,137.5,Finance,Python,6.0,8.0,7.0,4.0,4.0,2.0,Easy,Others,Male,34,Others,Bachelors,Asian or Asian American
588,62aa98bfcf255543173adbdc,6/15/2022,22:43,0:01:38,Data Analyst,No,53.0,Others,Python,5.0,6.0,10.0,7.0,3.0,3.0,Neither easy nor difficult,Remote Work,Male,27,United States,Bachelors,Black or African American
589,62aaa387f8d5efcc22029fcb,6/15/2022,23:29,0:01:17,Data Analyst,Yes,75.5,Healthcare,Others,7.0,7.0,4.0,7.0,7.0,7.0,Difficult,Better Salary,Male,54,United States,High School,White or Caucasian
590,62aaa86bbae91e4b8b8dc832,6/15/2022,23:50,0:01:50,Student/Looking/None,No,20.0,Tech,Python,0.0,,,,,,Difficult,Remote Work,Female,20,India,Bachelors,Asian or Asian American
591,62aacd922e54c9003e5e33c2,6/16/2022,2:28,0:01:22,Student/Looking/None,Yes,20.0,Finance,Others,3.0,3.0,3.0,3.0,3.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
592,62aaeecd0f8c8599d5ba6923,6/16/2022,4:50,0:01:42,Student/Looking/None,No,20.0,Tech,Python,7.0,7.0,2.0,2.0,7.0,9.0,Easy,Good Work/Life Balance,Male,33,India,Bachelors,Asian or Asian American
593,62aaf8397dc029e2d6773cde,6/16/2022,5:30,0:01:17,Data Analyst,Yes,53.0,Tech,Python,4.0,8.0,8.0,8.0,10.0,10.0,Very Easy,Remote Work,Male,30,United Kingdom,Masters,White or Caucasian
594,62aaff342e54c9003e5e79b8,6/16/2022,6:00,0:12:16,Student/Looking/None,Yes,20.0,Tech,Python,0.0,4.0,2.0,0.0,1.0,3.0,Neither easy nor difficult,Better Salary,Male,31,Others,High School,Black or African American
595,62ab0bdc575fa3a5ae9413e5,6/16/2022,6:54,0:02:11,Student/Looking/None,Yes,20.0,Others,Python,5.0,6.0,5.0,6.0,2.0,1.0,Difficult,Remote Work,Male,22,Others,Masters,Other (Please Specify):Arabian (from Maghreb)
596,62ab1cb0cec54911e9d5d187,6/16/2022,8:06,0:01:29,Data Analyst,Yes,75.5,Tech,R,8.0,10.0,10.0,10.0,8.0,9.0,Neither easy nor difficult,Remote Work,Female,38,United States,Bachelors,Black or African American
597,62ab3e62bae91e4b8b8ebe14,6/16/2022,10:29,0:02:41,Data Analyst,No,20.0,Others,Python,6.0,9.0,7.0,7.0,5.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,Others,Bachelors,Other (Please Specify):Malay
598,62ab6ab318134ddc75dabb09,6/16/2022,13:38,0:01:20,Data Scientist,Yes,20.0,Real Estate,Python,2.0,3.0,4.0,5.0,3.0,6.0,Very Easy,Better Salary,Male,33,India,Bachelors,Asian or Asian American
599,62ab83a7d8c00e9f54263d2e,6/16/2022,15:25,0:01:11,Data Analyst,Yes,53.0,Tech,Python,3.0,6.0,6.0,6.0,5.0,5.0,Neither easy nor difficult,Better Salary,Male,27,Canada,Bachelors,White or Caucasian
600,62ab8bf65d257a28a319e9cb,6/16/2022,16:00,0:02:14,Data Analyst,No,20.0,Tech,R,0.0,6.0,3.0,0.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,19,Others,Bachelors,White or Caucasian
601,62abec6cf3072dd8926f2ad0,6/16/2022,22:52,0:01:24,Others,No,20.0,Others,Python,1.0,6.0,2.0,5.0,1.0,0.0,Neither easy nor difficult,Better Salary,Male,24,India,Bachelors,Other (Please Specify):Indian
602,62abee280f8c8599d5bc246d,6/16/2022,22:59,0:03:50,Others,No,187.5,Finance,Others,8.0,10.0,9.0,10.0,8.0,10.0,Very Easy,Good Culture,Female,58,United States,Masters,White or Caucasian
603,62acc1f0cf255543173e59f7,6/17/2022,14:03,0:01:38,Data Analyst,No,20.0,Tech,Python,2.0,2.0,5.0,6.0,6.0,3.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,Others,Bachelors,Black or African American
604,62ace61d575fa3a5ae972d57,6/17/2022,16:37,0:01:26,Data Analyst,No,95.5,Tech,Python,4.0,4.0,4.0,4.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,26,Others,Masters,Asian or Asian American
605,62acf0890f8c8599d5bdce87,6/17/2022,17:22,0:02:06,Others,No,53.0,Tech,Others,4.0,5.0,4.0,5.0,5.0,3.0,Easy,Good Culture,Female,31,United Kingdom,Bachelors,White or Caucasian
606,62ad591424a2626027471080,6/18/2022,0:48,0:01:32,Data Analyst,No,53.0,Agriculture,Python,2.0,2.0,4.0,5.0,1.0,1.0,Neither easy nor difficult,Better Salary,Male,23,United States,High School,Hispanic or Latino
607,62ade22318134ddc75de385f,6/18/2022,10:33,0:01:20,Data Analyst,No,95.5,Healthcare,Python,7.0,10.0,10.0,10.0,7.0,8.0,Neither easy nor difficult,Remote Work,Female,31,United States,Masters,Asian or Asian American
608,62adf26f18134ddc75de4bb4,6/18/2022,11:42,0:01:47,Student/Looking/None,No,75.5,Construction,Others,5.0,5.0,7.0,7.0,9.0,10.0,Difficult,Better Salary,Female,24,United States,Bachelors,Asian or Asian American
609,62ae680024a2626027483ebc,6/18/2022,20:04,0:02:05,Others,Yes,53.0,Finance,Python,8.0,10.0,10.0,10.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,29,Others,Bachelors,Hispanic or Latino
610,62aee103f8f756164595adb8,6/19/2022,4:40,0:01:20,Student/Looking/None,Yes,20.0,Education,Python,7.0,8.0,9.0,8.0,9.0,10.0,Difficult,Good Work/Life Balance,Male,26,Others,Bachelors,Asian or Asian American
611,62af07be7dc029e2d67cc3c8,6/19/2022,7:25,0:01:52,Student/Looking/None,Yes,20.0,Others,Python,3.0,9.0,9.0,9.0,9.0,9.0,Neither easy nor difficult,Better Salary,Male,20,India,High School,Asian or Asian American
612,62af10295d257a28a31e6ff8,6/19/2022,8:01,0:01:24,Data Analyst,Yes,20.0,Education,Python,0.0,2.0,3.0,2.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,23,India,Bachelors,Asian or Asian American
613,62af387018134ddc75df894e,6/19/2022,10:53,0:01:47,Data Analyst,No,115.5,Tech,Python,8.0,8.0,9.0,8.0,7.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,33,United States,Masters,White or Caucasian
614,62af49025d257a28a31eb2f1,6/19/2022,12:04,0:01:40,Student/Looking/None,Yes,20.0,Tech,Python,2.0,3.0,3.0,5.0,5.0,9.0,Easy,Remote Work,Male,26,Others,Bachelors,Black or African American
615,62af53ce0f8c8599d5c04934,6/19/2022,12:50,0:03:57,Data Analyst,Yes,20.0,Others,R,3.0,9.0,8.0,8.0,6.0,6.0,Difficult,Better Salary,Male,27,India,Bachelors,Asian or Asian American
616,62af6371f8d5efcc2208e923,6/19/2022,13:57,0:02:21,Student/Looking/None,No,20.0,Agriculture,Others,0.0,8.0,8.0,8.0,8.0,8.0,Neither easy nor difficult,Better Salary,Male,22,Others,Bachelors,Asian or Asian American
617,62af9ed7f3072dd892739279,6/19/2022,18:10,0:02:06,Data Analyst,Yes,20.0,Tech,Python,3.0,9.0,9.0,6.0,9.0,4.0,Easy,Better Salary,Male,23,Others,Masters,White or Caucasian
618,62b152960f8c8599d5c31550,6/21/2022,1:09,0:01:54,Others,Yes,20.0,Others,Python,3.0,6.0,7.0,5.0,4.0,4.0,Neither easy nor difficult,Better Salary,Male,28,Others,Bachelors,Hispanic or Latino
619,62b16a5c5d257a28a321a74c,6/21/2022,2:51,0:02:28,Data Analyst,No,53.0,Finance,Others,7.0,5.0,4.0,6.0,4.0,5.0,Easy,Good Work/Life Balance,Female,39,Others,Masters,White or Caucasian
620,62b21d40bae91e4b8b985154,6/21/2022,15:34,0:03:25,Others,No,115.5,Others,Python,3.0,2.0,5.0,3.0,3.0,4.0,Neither easy nor difficult,Better Salary,Male,37,United States,Masters,White or Caucasian
621,62b27004bc6861bf318c9038,6/21/2022,21:27,0:01:33,Database Developer,Yes,53.0,Education,Others,4.0,7.0,7.0,7.0,7.0,7.0,Difficult,Better Salary,Female,29,United States,Masters,White or Caucasian
622,62b2ea87f8d5efcc220e3e21,6/22/2022,6:10,0:01:24,Data Analyst,Yes,115.5,Finance,Python,5.0,6.0,6.0,5.0,4.0,3.0,Easy,Good Work/Life Balance,Male,42,United States,Masters,White or Caucasian
623,62b35284cec54911e9e1818c,6/22/2022,13:33,0:01:11,Student/Looking/None,No,20.0,Tech,R,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Good Culture,Female,25,Canada,Bachelors,Asian or Asian American
624,62b4404df31287f32e14d1c1,6/23/2022,6:28,0:01:20,Database Developer,Yes,20.0,Telecommunication,Python,5.0,5.0,5.0,5.0,4.0,5.0,Easy,Better Salary,Male,66,Others,High School,Black or African American
625,62b525563f28f20328aeee5c,6/23/2022,22:45,0:00:50,Data Analyst,Yes,137.5,Others,R,8.0,5.0,6.0,6.0,5.0,7.0,Easy,Better Salary,Male,26,United States,Bachelors,White or Caucasian
626,62b5a3e29bc428d5345f6e89,6/24/2022,7:45,0:03:12,Others,No,20.0,Others,R,4.0,6.0,7.0,7.0,4.0,6.0,Difficult,Better Salary,Male,21,United States,Bachelors,White or Caucasian
627,62b71083f31287f32e189026,6/25/2022,9:41,0:04:43,Student/Looking/None,Yes,20.0,Tech,Python,1.0,2.0,1.0,2.0,1.0,2.0,Difficult,Better Salary,Male,26,Others,Bachelors,Asian or Asian American
628,62b795033b026e423f287ecd,6/25/2022,19:06,0:02:17,Data Engineer,No,20.0,Tech,Python,6.0,6.0,6.0,6.0,4.0,3.0,Easy,Others,Male,24,Others,Bachelors,Hispanic or Latino
629,62b89039377223ff07b80fb5,6/26/2022,12:58,0:01:19,Data Analyst,No,53.0,Others,Python,8.0,7.0,6.0,7.0,6.0,8.0,Easy,Remote Work,Male,22,United States,Bachelors,Asian or Asian American
